Name,rank,region,age,height,weight,run400,run5k,candj,snatch,deadlift,backsq,pullups,train,experience,schedule,,,,
CliffMusgrave,1,Central East,46,67,175,68,1265,235,190,467,365,40,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I train other people|,I typically rest 4 or more days per month|,,,,
JoshBridges,4,North West,25,66,216,68,1355,187,146,397,287,32,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I incorporate CrossFit.com workouts|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have had a life changing experience due to CrossFit|,I do multiple workouts in a day 1x a week|I typically rest 4 or more days per month|,,,,
CraigEisman,2,South West,50,68,174,63,1331,250,202,535,440,54,I have a coach who determines my programming|I write my own programming|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have had a life changing experience due to CrossFit|,I do multiple workouts in a day 2x a week|I typically rest 4 or more days per month|,,,,
DonovanCarroll,14,Mid Atlantic,50,69,185,90,1800,255,186,385,385,37,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|I have had a life changing experience due to CrossFit|,I do multiple workouts in a day 3+ times a week|,,,,
ArminasBalevicius,43,Europe,22,69,170,56,1150,335,256,496,421,50,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|I have had a life changing experience due to CrossFit|,I do multiple workouts in a day 3+ times a week|,,,,
CaineHayes,3,Australia,39,76,216,75,1205,308,253,506,418,45,I have a coach who determines my programming|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have had a life changing experience due to CrossFit|,I do multiple workouts in a day 3+ times a week|I typically rest 4 or more days per month|,,,,
JasonSmith,10,Africa,30,73,195,65,1170,345,275,550,450,45,I workout mostly at a CrossFit Affiliate|I incorporate CrossFit.com workouts|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have had a life changing experience due to CrossFit|,I do multiple workouts in a day 3+ times a week|I typically rest 4 or more days per month|,,,,
PatrickSprague,14,North West,49,70,215,70,1400,260,205,525,440,29,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|I have had a life changing experience due to CrossFit|,I typically rest 4 or more days per month|,,,,
WilliamSanchez,117,North East,47,70,217,72,1806,315,245,485,420,44,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have had a life changing experience due to CrossFit|,I typically rest 4 or more days per month|,,,,
LucasParker,14,Canada West,25,68,185,60,1220,345,291,485,490,68,I write my own programming|,I began CrossFit with a coach (e.g. at an affiliate)|I train other people|,I do multiple workouts in a day 3+ times a week|I strictly schedule my rest days|I typically rest 4 or more days per month|,,,,
BenSmith,1,South Central,23,71,195,55,1198,215,270,415,325,56,"I workout mostly at a CrossFit Affiliate|I workout mostly at home, work, or a traditional gym|I write my own programming|",I began CrossFit with a coach (e.g. at an affiliate)|I train other people|,I typically rest 4 or more days per month|,,,,
BrandonBonser,14,South Central,45,74,215,70,1315,245,185,455,365,33,I workout mostly at a CrossFit Affiliate|,I have completed the CrossFit Level 1 certificate course|,I do multiple workouts in a day 2x a week|I typically rest fewer than 4 days per month|,,,,
JeffDempsey,13,South East,48,71,169,67,1260,285,215,385,335,40,I workout mostly at a CrossFit Affiliate|,I have completed the CrossFit Level 1 certificate course|,I do multiple workouts in a day 2x a week|I typically rest fewer than 4 days per month|,,,,
AlecSmith,25,Mid Atlantic,22,70,176,60,1168,340,275,475,440,55,I workout mostly at a CrossFit Affiliate|,I have completed the CrossFit Level 1 certificate course|,I do multiple workouts in a day 3+ times a week|,,,,
WillZerlang,16,Northern California,34,70,187,75,1186,295,245,455,425,52,I incorporate CrossFit.com workouts|I write my own programming|I record my workouts|,I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I have had a life changing experience due to CrossFit|I train other people|,I do multiple workouts in a day 3+ times a week|I typically rest 4 or more days per month|,,,,
NunoCosta,4,Southern California,36,69,170,47,1075,305,230,495,420,70,I record my workouts|,I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I have had a life changing experience due to CrossFit|I train other people|,I strictly schedule my rest days|,,,,
JustinAllen,17,North Central,28,72,210,60,1272,350,285,525,465,60,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I incorporate CrossFit.com workouts|I record my workouts|,I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I train other people|,I do multiple workouts in a day 3+ times a week|I strictly schedule my rest days|,,,,
JaredEnderton,35,South West,26,66,209,62,1425,429,345,550,500,75,I workout mostly at a CrossFit Affiliate|I write my own programming|,I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I train other people|,I do multiple workouts in a day 3+ times a week|I strictly schedule my rest days|,,,,
LuisPerez,13,Latin America,29,70,172,58,1045,285,215,495,385,70,I have a coach who determines my programming|I write my own programming|I record my workouts|,I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I train other people|,I usually only do 1 workout a day|I do multiple workouts in a day 3+ times a week|,,,,
OrlandoTrejo,43,South America,26,64,159,62,1200,335,265,463,441,65,I workout mostly at a CrossFit Affiliate|,I have had a life changing experience due to CrossFit|,I do multiple workouts in a day 2x a week|I typically rest fewer than 4 days per month|,,,,
SaxonPanchik,5,Central East,24,68,180,52,1152,360,295,520,470,62,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I incorporate CrossFit.com workouts|I record my workouts|,I have had a life changing experience due to CrossFit|,I do multiple workouts in a day 3+ times a week|I strictly schedule my rest days|,,,,
